payment_id,distributor_id,invoice_id,invoice_date,invoice_amount_inr,due_date,payment_date,amount_paid_inr,payment_status
PAY-000764,DIST-067,INV-000764,2025-03-20,239119,2025-04-10,2025-05-07,239119,paid
PAY-000479,DIST-043,INV-000479,2025-09-10,72169,2025-10-25,2025-10-24,72169,paid
PAY-000302,DIST-027,INV-000302,2025-10-20,216202,2025-11-10,2025-11-07,216202,paid
PAY-000668,DIST-060,INV-000668,2025-04-13,117504,2025-05-28,2025-07-12,117504,paid
PAY-000565,DIST-050,INV-000565,2024-07-02,73185,2024-07-23,2024-07-23,73185,paid
PAY-000726,DIST-064,INV-000726,2025-11-10,97936,2025-12-01,2026-01-02,97936,paid
PAY-000357,DIST-032,INV-000357,2025-06-18,342401,2025-07-18,2025-07-17,342401,paid
PAY-000095,DIST-008,INV-000095,2025-04-01,315274,2025-04-16,2025-04-14,315274,paid
PAY-001080,DIST-097,INV-001080,2025-09-03,38607,2025-10-03,,0,overdue
PAY-000494,DIST-044,INV-000494,2025-09-21,10510,2025-10-06,2025-10-03,10510,paid
PAY-000281,DIST-025,INV-000281,2025-02-05,331971,2025-02-26,2025-02-23,331971,paid
PAY-000275,DIST-025,INV-000275,2024-09-09,286771,2024-09-30,2024-09-28,286771,paid
PAY-000130,DIST-011,INV-000130,2025-09-18,35906,2025-10-09,2025-10-06,35906,paid
PAY-000709,DIST-063,INV-000709,2025-01-13,154817,2025-02-12,2025-03-20,154817,paid
PAY-001115,DIST-100,INV-001115,2024-11-09,66152,2024-12-24,2024-12-24,66152,paid
PAY-000086,DIST-007,INV-000086,2025-08-04,108841,2025-08-19,2025-08-19,108841,paid
PAY-000226,DIST-020,INV-000226,2025-01-04,240977,2025-01-19,2025-01-16,240977,paid
PAY-001176,DIST-105,INV-001176,2025-05-01,78180,2025-05-16,,0,overdue
PAY-000336,DIST-030,INV-000336,2025-07-08,57868,2025-07-29,2025-07-28,57868,paid
PAY-000892,DIST-079,INV-000892,2025-09-06,126628,2025-09-21,2025-09-20,126628,paid
PAY-000223,DIST-020,INV-000223,2024-09-22,198887,2024-10-07,2024-10-05,198887,paid
PAY-000118,DIST-010,INV-000118,2025-12-07,325814,2026-01-06,2026-01-06,325814,paid
PAY-000374,DIST-034,INV-000374,2025-06-02,261111,2025-06-17,2025-06-14,261111,paid
PAY-001215,DIST-110,INV-001215,2025-04-30,18006,2025-06-14,,0,overdue
PAY-001004,DIST-090,INV-001004,2025-03-19,37416,2025-04-03,2025-03-31,37416,paid
PAY-000780,DIST-069,INV-000780,2024-12-24,74510,2025-01-08,2025-02-12,74510,paid
PAY-001262,DIST-118,INV-001262,2024-10-13,219154,2024-11-12,,0,overdue
PAY-000531,DIST-047,INV-000531,2025-07-10,25039,2025-07-25,2025-07-25,25039,paid
PAY-000961,DIST-086,INV-000961,2024-12-19,19620,2025-01-03,2025-01-23,19620,paid
PAY-000978,DIST-088,INV-000978,2025-02-24,102105,2025-03-26,2025-03-24,102105,paid
PAY-000031,DIST-003,INV-000031,2025-05-20,50714,2025-06-04,2025-06-01,50714,paid
PAY-000621,DIST-055,INV-000621,2025-12-13,124027,2026-01-12,2026-02-14,124027,paid
PAY-000198,DIST-018,INV-000198,2024-11-17,213360,2024-12-02,2024-11-30,213360,paid
PAY-000125,DIST-011,INV-000125,2025-04-30,62625,2025-05-21,2025-05-21,62625,paid
PAY-000261,DIST-024,INV-000261,2024-11-26,153522,2024-12-17,2024-12-16,153522,paid
PAY-000760,DIST-067,INV-000760,2024-11-06,310171,2024-11-27,2024-11-25,310171,paid
PAY-000535,DIST-047,INV-000535,2025-11-15,26605,2025-11-30,2025-11-28,26605,paid
PAY-001016,DIST-091,INV-001016,2025-02-20,31798,2025-03-07,,0,overdue
PAY-000006,DIST-001,INV-000006,2025-04-19,102032,2025-05-10,2025-05-10,102032,paid
PAY-000560,DIST-049,INV-000560,2025-11-10,27462,2025-12-25,2025-12-25,27462,paid
PAY-000615,DIST-055,INV-000615,2025-05-25,105128,2025-06-24,2025-07-17,105128,paid
PAY-001112,DIST-099,INV-001112,2025-05-07,66509,2025-06-21,2025-07-03,46921,partial
PAY-001041,DIST-094,INV-001041,2024-08-10,210470,2024-09-09,2024-09-06,210470,paid
PAY-001033,DIST-093,INV-001033,2025-02-13,144755,2025-03-30,2025-03-27,144755,paid
PAY-000352,DIST-032,INV-000352,2025-01-14,175389,2025-02-13,2025-02-13,175389,paid
PAY-000121,DIST-011,INV-000121,2025-01-12,30283,2025-02-02,2025-01-31,30283,paid
PAY-000033,DIST-003,INV-000033,2025-07-30,60399,2025-08-14,2025-08-13,60399,paid
PAY-000876,DIST-078,INV-000876,2026-02-20,64737,2026-04-06,2026-04-06,64737,paid
PAY-000622,DIST-055,INV-000622,2026-01-18,149967,2026-02-17,2026-02-14,149967,paid
PAY-000988,DIST-088,INV-000988,2026-01-26,84595,2026-02-25,,0,overdue
PAY-001058,DIST-095,INV-001058,2025-09-04,262491,2025-10-04,2025-10-01,262491,paid
PAY-000968,DIST-087,INV-000968,2025-05-29,58548,2025-06-19,,0,overdue
PAY-TRAP-001,DIST-901,INV-TRAP-001,2025-05-29,50000,2025-06-28,2025-06-26,50000,paid
PAY-000011,DIST-002,INV-000011,2025-01-13,89888,2025-01-28,2025-01-28,89888,paid
PAY-000306,DIST-028,INV-000306,2025-03-20,28682,2025-04-10,2025-04-10,28682,paid
PAY-000946,DIST-085,INV-000946,2024-10-19,16224,2024-12-03,2024-12-22,8341,partial
PAY-000165,DIST-015,INV-000165,2024-12-02,28474,2025-01-16,2025-01-13,28474,paid
PAY-000828,DIST-074,INV-000828,2024-12-28,29891,2025-01-27,2025-01-26,29891,paid
PAY-000462,DIST-041,INV-000462,2025-04-08,22233,2025-04-23,2025-04-22,22233,paid
PAY-001138,DIST-102,INV-001138,2025-05-25,48551,2025-06-24,,0,overdue
PAY-000322,DIST-029,INV-000322,2025-01-11,56453,2025-02-25,2025-02-23,56453,paid
PAY-000912,DIST-081,INV-000912,2025-10-01,56083,2025-10-31,2025-10-28,56083,paid
PAY-001126,DIST-101,INV-001126,2025-01-02,214485,2025-02-01,,0,overdue
PAY-001124,DIST-100,INV-001124,2025-08-17,43534,2025-10-01,2025-09-29,43534,paid
PAY-000704,DIST-062,INV-000704,2025-08-16,11193,2025-09-15,2025-10-02,11193,paid
PAY-001234,DIST-113,INV-001234,2024-09-09,21754,2024-09-30,,0,overdue
PAY-001200,DIST-108,INV-001200,2025-07-06,48285,2025-08-20,2025-09-02,29811,partial
PAY-000641,DIST-057,INV-000641,2025-06-11,81885,2025-07-11,2025-07-08,81885,paid
PAY-000499,DIST-045,INV-000499,2024-01-25,30286,2024-02-24,2024-02-22,30286,paid
PAY-000076,DIST-007,INV-000076,2024-09-18,74068,2024-10-03,2024-10-01,74068,paid
PAY-000424,DIST-038,INV-000424,2025-04-21,116561,2025-05-06,2025-05-06,116561,paid
PAY-000023,DIST-002,INV-000023,2025-12-12,217207,2025-12-27,2025-12-27,217207,paid
PAY-000815,DIST-072,INV-000815,2026-02-22,13640,2026-04-08,2026-05-18,13640,paid
PAY-000503,DIST-045,INV-000503,2024-05-20,17433,2024-06-19,2024-06-17,17433,paid
PAY-000104,DIST-009,INV-000104,2025-03-10,87764,2025-04-09,2025-04-06,87764,paid
PAY-001069,DIST-096,INV-001069,2025-06-14,50010,2025-07-29,,0,overdue
PAY-001082,DIST-097,INV-001082,2025-11-22,28202,2025-12-22,2026-01-10,28202,paid
PAY-001157,DIST-104,INV-001157,2025-01-29,260558,2025-02-28,2025-03-09,125276,partial
PAY-000935,DIST-083,INV-000935,2026-03-02,80443,2026-03-23,2026-04-07,80443,paid
PAY-000371,DIST-034,INV-000371,2025-02-19,139672,2025-03-06,2025-03-04,139672,paid
PAY-000865,DIST-077,INV-000865,2025-03-28,15689,2025-05-12,2025-05-11,15689,paid
PAY-000507,DIST-045,INV-000507,2024-04-26,30029,2024-05-26,2024-05-24,30029,paid
PAY-000080,DIST-007,INV-000080,2025-02-07,119953,2025-02-22,2025-02-22,119953,paid
PAY-001011,DIST-090,INV-001011,2025-11-12,64820,2025-11-27,,0,overdue
PAY-000185,DIST-016,INV-000185,2025-10-19,26358,2025-11-09,2025-11-06,26358,paid
PAY-000917,DIST-082,INV-000917,2024-12-25,110540,2025-01-09,,0,overdue
PAY-000269,DIST-024,INV-000269,2025-08-07,156500,2025-08-28,2025-08-26,156500,paid
PAY-000290,DIST-026,INV-000290,2025-09-11,171266,2025-09-26,2025-09-25,171266,paid
PAY-TRAP-000,DIST-900,INV-TRAP-000,2025-06-23,50000,2025-07-23,2025-07-21,50000,paid
PAY-000110,DIST-009,INV-000110,2025-10-10,136766,2025-11-09,2025-11-08,136766,paid
PAY-000126,DIST-011,INV-000126,2025-05-31,65053,2025-06-21,2025-06-21,65053,paid
PAY-001172,DIST-105,INV-001172,2025-01-19,38932,2025-02-03,2025-02-15,19060,partial
PAY-000950,DIST-085,INV-000950,2025-02-27,13896,2025-04-13,2025-04-10,13896,paid
PAY-000471,DIST-042,INV-000471,2025-03-22,107899,2025-04-21,2025-04-18,107899,paid
PAY-000114,DIST-010,INV-000114,2025-08-17,177008,2025-09-16,2025-09-13,177008,paid
PAY-001243,DIST-115,INV-001243,2025-05-18,65132,2025-06-17,,0,overdue
PAY-001213,DIST-110,INV-001213,2025-03-13,29967,2025-04-27,2025-05-07,29967,paid
PAY-001076,DIST-096,INV-001076,2026-01-17,87463,2026-03-03,2026-03-26,87463,paid
PAY-000654,DIST-059,INV-000654,2025-03-23,53688,2025-04-07,2025-04-21,53688,paid
PAY-000024,DIST-002,INV-000024,2026-01-10,163278,2026-01-25,2026-01-25,163278,paid
PAY-001021,DIST-091,INV-001021,2025-09-08,15834,2025-09-23,2025-10-07,7974,partial
PAY-000148,DIST-013,INV-000148,2025-03-08,211909,2025-04-07,2025-04-05,211909,paid
PAY-000958,DIST-085,INV-000958,2025-10-12,13868,2025-11-26,2025-11-25,13868,paid
PAY-000085,DIST-007,INV-000085,2025-07-15,105455,2025-07-30,2025-07-29,105455,paid
PAY-000282,DIST-026,INV-000282,2024-12-09,67050,2024-12-24,2024-12-23,67050,paid
PAY-000053,DIST-005,INV-000053,2024-11-21,68480,2024-12-12,2024-12-10,68480,paid
PAY-000676,DIST-060,INV-000676,2026-01-25,82869,2026-03-11,2026-03-11,82869,paid
PAY-001019,DIST-091,INV-001019,2025-06-18,26052,2025-07-03,,0,overdue
PAY-001006,DIST-090,INV-001006,2025-06-11,39242,2025-06-26,,0,overdue
PAY-000388,DIST-035,INV-000388,2025-02-25,131726,2025-04-11,2025-04-09,131726,paid
PAY-000805,DIST-071,INV-000805,2025-02-15,24791,2025-03-08,2025-04-13,24791,paid
PAY-000827,DIST-074,INV-000827,2024-12-02,22195,2025-01-01,2025-01-12,22195,paid
PAY-000799,DIST-071,INV-000799,2024-08-10,68726,2024-08-31,2024-08-31,68726,paid
PAY-000744,DIST-066,INV-000744,2024-11-14,72682,2024-12-14,2024-12-14,72682,paid
PAY-000252,DIST-022,INV-000252,2026-02-13,41831,2026-03-06,2026-03-03,41831,paid
PAY-001125,DIST-100,INV-001125,2025-09-15,38224,2025-10-30,2025-11-20,38224,paid
PAY-001057,DIST-095,INV-001057,2025-07-31,186164,2025-08-30,2025-10-03,186164,paid
PAY-000199,DIST-018,INV-000199,2024-12-31,206745,2025-01-15,2025-01-13,206745,paid
PAY-000305,DIST-027,INV-000305,2026-01-01,164959,2026-01-22,2026-01-20,164959,paid
PAY-000228,DIST-020,INV-000228,2025-03-14,79755,2025-03-29,2025-03-28,79755,paid
PAY-000920,DIST-082,INV-000920,2025-03-24,107554,2025-04-08,2025-04-05,107554,paid
PAY-000669,DIST-060,INV-000669,2025-05-10,166193,2025-06-24,2025-07-25,166193,paid
PAY-000246,DIST-022,INV-000246,2025-07-30,33418,2025-08-20,2025-08-19,33418,paid
PAY-001224,DIST-111,INV-001224,2025-06-12,60906,2025-07-27,2025-08-07,33174,partial
PAY-001266,DIST-118,INV-001266,2025-03-06,139015,2025-04-05,2025-07-24,0,written_off
PAY-001150,DIST-103,INV-001150,2024-10-15,190895,2024-11-05,,0,overdue
PAY-000647,DIST-058,INV-000647,2025-06-25,42457,2025-07-10,2025-07-29,42457,paid
PAY-001208,DIST-109,INV-001208,2025-09-30,323896,2025-10-15,,0,overdue
PAY-000465,DIST-042,INV-000465,2024-07-30,195658,2024-08-29,2024-08-27,195658,paid
PAY-000134,DIST-012,INV-000134,2025-03-31,34936,2025-04-21,2025-04-20,34936,paid
PAY-001249,DIST-115,INV-001249,2025-11-12,88409,2025-12-12,,0,overdue
PAY-000761,DIST-067,INV-000761,2024-11-27,140354,2024-12-18,2025-01-31,140354,paid
PAY-000026,DIST-003,INV-000026,2024-12-28,30452,2025-01-12,2025-01-12,30452,paid
PAY-001118,DIST-100,INV-001118,2025-02-02,34917,2025-03-19,2025-04-04,15463,partial
PAY-000586,DIST-052,INV-000586,2024-07-29,137411,2024-08-19,2024-09-13,137411,paid
PAY-000081,DIST-007,INV-000081,2025-03-05,117816,2025-03-20,2025-03-18,117816,paid
PAY-001206,DIST-109,INV-001206,2025-08-16,189326,2025-08-31,2025-10-01,189326,paid
PAY-000943,DIST-084,INV-000943,2025-07-31,63635,2025-09-14,2025-09-24,38727,partial
PAY-000557,DIST-049,INV-000557,2025-07-23,33512,2025-09-06,2025-09-03,33512,paid
PAY-000725,DIST-064,INV-000725,2025-10-21,115421,2025-11-11,2025-12-22,115421,paid
PAY-000633,DIST-056,INV-000633,2025-03-04,123621,2025-03-19,2025-04-14,123621,paid
PAY-000029,DIST-003,INV-000029,2025-03-29,50442,2025-04-13,2025-04-11,50442,paid
PAY-000157,DIST-014,INV-000157,2025-06-17,59251,2025-07-08,2025-07-06,59251,paid
PAY-000608,DIST-054,INV-000608,2025-09-17,96694,2025-10-08,2025-10-08,96694,paid
PAY-000789,DIST-070,INV-000789,2025-04-01,116551,2025-05-16,2025-06-15,116551,paid
PAY-000644,DIST-058,INV-000644,2025-04-17,94364,2025-05-02,2025-05-01,94364,paid
PAY-000012,DIST-002,INV-000012,2025-02-09,240406,2025-02-24,2025-02-22,240406,paid
PAY-001127,DIST-101,INV-001127,2025-01-23,105058,2025-02-22,2025-03-14,50385,partial
PAY-000027,DIST-003,INV-000027,2025-01-20,48568,2025-02-04,2025-02-04,48568,paid
PAY-001012,DIST-091,INV-001012,2024-10-22,15509,2024-11-06,,0,overdue
PAY-000096,DIST-008,INV-000096,2025-05-02,198019,2025-05-17,2025-05-15,198019,paid
PAY-000209,DIST-019,INV-000209,2024-11-14,59114,2024-12-05,2024-12-03,59114,paid
PAY-000331,DIST-030,INV-000331,2025-02-01,137135,2025-02-22,2025-02-19,137135,paid
PAY-000972,DIST-087,INV-000972,2025-10-08,45926,2025-10-29,,0,overdue
PAY-000163,DIST-015,INV-000163,2024-10-05,17024,2024-11-19,2024-11-17,17024,paid
PAY-000567,DIST-050,INV-000567,2024-09-04,81431,2024-09-25,2024-09-23,81431,paid
PAY-000858,DIST-077,INV-000858,2024-08-14,28630,2024-09-28,2024-09-26,28630,paid
PAY-000267,DIST-024,INV-000267,2025-06-21,108060,2025-07-12,2025-07-12,108060,paid
PAY-000939,DIST-084,INV-000939,2025-03-12,60635,2025-04-26,2025-04-26,60635,paid
PAY-001247,DIST-115,INV-001247,2025-09-11,44604,2025-10-11,2025-12-16,0,written_off
PAY-001071,DIST-096,INV-001071,2025-08-23,116762,2025-10-07,,0,overdue
PAY-000864,DIST-077,INV-000864,2025-02-24,26352,2025-04-10,2025-04-29,26352,paid
PAY-000803,DIST-071,INV-000803,2024-12-08,25091,2024-12-29,2025-01-11,25091,paid
PAY-000243,DIST-021,INV-000243,2025-11-25,60576,2025-12-10,2025-12-07,60576,paid
PAY-000259,DIST-023,INV-000259,2025-01-19,136459,2025-02-03,2025-02-02,136459,paid
PAY-001088,DIST-097,INV-001088,2026-05-28,58903,2026-06-27,,0,overdue
PAY-000474,DIST-043,INV-000474,2025-03-17,71749,2025-05-01,2025-04-29,71749,paid
PAY-001090,DIST-098,INV-001090,2025-04-26,125822,2025-05-17,2025-05-17,125822,paid
PAY-001231,DIST-112,INV-001231,2025-05-18,24540,2025-06-02,2025-06-12,14496,partial
PAY-000652,DIST-058,INV-000652,2025-12-17,55038,2026-01-01,2026-01-01,55038,paid
PAY-000826,DIST-073,INV-000826,2026-02-24,285020,2026-04-10,2026-04-09,285020,paid
PAY-000356,DIST-032,INV-000356,2025-05-20,276362,2025-06-19,2025-06-16,276362,paid
PAY-000800,DIST-071,INV-000800,2024-09-11,35663,2024-10-02,2024-10-02,35663,paid
PAY-000264,DIST-024,INV-000264,2025-03-05,219437,2025-03-26,2025-03-25,219437,paid
PAY-000879,DIST-078,INV-000879,2026-05-01,29334,2026-06-15,2026-06-08,29334,paid
PAY-000106,DIST-009,INV-000106,2025-05-20,80461,2025-06-19,2025-06-18,80461,paid
PAY-000806,DIST-071,INV-000806,2025-03-14,63229,2025-04-04,2025-04-14,63229,paid
PAY-000395,DIST-036,INV-000395,2025-07-09,28323,2025-08-23,2025-08-23,28323,paid
PAY-000802,DIST-071,INV-000802,2024-11-16,35073,2024-12-07,2024-12-04,35073,paid
PAY-000496,DIST-044,INV-000496,2025-11-30,24258,2025-12-15,2025-12-13,24258,paid
PAY-001188,DIST-106,INV-001188,2025-06-07,109692,2025-07-07,,0,overdue
PAY-000350,DIST-031,INV-000350,2026-06-06,138391,2026-07-21,2026-07-19,138391,paid
PAY-000687,DIST-061,INV-000687,2025-09-13,60312,2025-10-13,2025-10-27,60312,paid
PAY-000651,DIST-058,INV-000651,2025-11-26,92208,2025-12-11,2026-01-15,92208,paid
PAY-000767,DIST-068,INV-000767,2024-06-02,252196,2024-07-02,2024-07-12,252196,paid
PAY-000315,DIST-028,INV-000315,2026-02-28,12774,2026-03-21,2026-03-19,12774,paid
PAY-000054,DIST-005,INV-000054,2024-12-11,36957,2025-01-01,2024-12-29,36957,paid
PAY-000032,DIST-003,INV-000032,2025-06-25,56459,2025-07-10,2025-07-07,56459,paid
PAY-001077,DIST-097,INV-001077,2025-05-22,27162,2025-06-21,2025-07-14,27162,paid
PAY-001054,DIST-095,INV-001054,2025-04-29,195264,2025-05-29,2025-05-28,195264,paid
PAY-000009,DIST-001,INV-000009,2025-08-07,90559,2025-08-28,2025-08-25,90559,paid
PAY-000495,DIST-044,INV-000495,2025-10-29,10555,2025-11-13,2025-11-11,10555,paid
PAY-000850,DIST-076,INV-000850,2025-03-04,24201,2025-03-25,2025-05-02,24201,paid
PAY-000630,DIST-056,INV-000630,2024-11-18,206932,2024-12-03,2024-12-16,206932,paid
PAY-000542,DIST-048,INV-000542,2025-04-07,46673,2025-05-07,2025-05-07,46673,paid
PAY-000549,DIST-048,INV-000549,2025-12-19,65872,2026-01-18,2026-01-17,65872,paid
PAY-001089,DIST-098,INV-001089,2025-03-20,237262,2025-04-10,,0,overdue
PAY-001040,DIST-093,INV-001040,2025-09-12,275277,2025-10-27,2025-12-11,275277,paid
PAY-000459,DIST-041,INV-000459,2024-12-22,21895,2025-01-06,2025-01-03,21895,paid
PAY-000768,DIST-068,INV-000768,2024-06-22,268176,2024-07-22,2024-08-27,268176,paid
PAY-000016,DIST-002,INV-000016,2025-06-10,200061,2025-06-25,2025-06-23,200061,paid
PAY-000811,DIST-072,INV-000811,2025-10-15,13441,2025-11-29,2025-12-11,13441,paid
PAY-000846,DIST-076,INV-000846,2024-10-19,63158,2024-11-09,2024-11-06,63158,paid
PAY-000951,DIST-085,INV-000951,2025-03-19,29048,2025-05-03,2025-04-30,29048,paid
PAY-000719,DIST-064,INV-000719,2025-04-28,144297,2025-05-19,2025-06-16,144297,paid
PAY-000255,DIST-023,INV-000255,2024-08-18,136687,2024-09-02,2024-08-30,136687,paid
PAY-000962,DIST-086,INV-000962,2025-01-14,29073,2025-01-29,2025-02-24,29073,paid
PAY-000401,DIST-036,INV-000401,2025-12-27,14845,2026-02-10,2026-02-09,14845,paid
PAY-001203,DIST-109,INV-001203,2025-05-17,196185,2025-06-01,2025-06-09,147862,partial
PAY-000781,DIST-069,INV-000781,2025-01-16,158739,2025-01-31,2025-01-28,158739,paid
PAY-000932,DIST-083,INV-000932,2025-11-22,123433,2025-12-13,2025-12-23,123433,paid
PAY-001227,DIST-112,INV-001227,2024-12-31,30695,2025-01-15,2025-01-24,12963,partial
PAY-001184,DIST-106,INV-001184,2025-02-02,116369,2025-03-04,2025-03-21,59059,partial
PAY-000862,DIST-077,INV-000862,2024-12-19,30557,2025-02-02,2025-03-09,30557,paid
PAY-000594,DIST-053,INV-000594,2024-12-30,75969,2025-01-20,2025-02-15,75969,paid
PAY-000067,DIST-006,INV-000067,2025-04-14,54550,2025-05-14,2025-05-14,54550,paid
PAY-001031,DIST-093,INV-001031,2024-11-18,138175,2025-01-02,2025-01-25,138175,paid
PAY-000910,DIST-081,INV-000910,2025-08-08,136293,2025-09-07,,0,overdue
PAY-000205,DIST-018,INV-000205,2025-06-16,252575,2025-07-01,2025-06-30,252575,paid
PAY-001017,DIST-091,INV-001017,2025-03-30,29158,2025-04-14,2025-04-14,29158,paid
PAY-001086,DIST-097,INV-001086,2026-03-26,46573,2026-04-25,2026-06-09,46573,paid
PAY-000843,DIST-075,INV-000843,2025-04-08,26587,2025-05-08,2025-05-22,26587,paid
PAY-001114,DIST-100,INV-001114,2024-10-14,30653,2024-11-28,2025-01-02,30653,paid
PAY-000184,DIST-016,INV-000184,2025-09-21,16758,2025-10-12,2025-10-12,16758,paid
PAY-000213,DIST-019,INV-000213,2025-03-07,137506,2025-03-28,2025-03-25,137506,paid
PAY-000180,DIST-016,INV-000180,2025-05-26,17219,2025-06-16,2025-06-13,17219,paid
PAY-000204,DIST-018,INV-000204,2025-05-21,210143,2025-06-05,2025-06-02,210143,paid
PAY-000581,DIST-051,INV-000581,2025-09-09,20213,2025-09-24,2025-09-23,20213,paid
PAY-000896,DIST-080,INV-000896,2025-07-29,119133,2025-08-19,2025-09-04,119133,paid
PAY-000584,DIST-051,INV-000584,2025-11-26,24572,2025-12-11,2026-01-19,24572,paid
PAY-000782,DIST-069,INV-000782,2025-02-10,118973,2025-02-25,2025-02-24,118973,paid
PAY-000893,DIST-079,INV-000893,2025-10-09,81141,2025-10-24,2025-11-30,81141,paid
PAY-000334,DIST-030,INV-000334,2025-04-30,93337,2025-05-21,2025-05-18,93337,paid
PAY-000363,DIST-033,INV-000363,2025-02-16,50407,2025-04-02,2025-04-01,50407,paid
PAY-000765,DIST-067,INV-000765,2025-04-22,152712,2025-05-13,2025-06-24,152712,paid
PAY-001163,DIST-104,INV-001163,2025-08-14,165528,2025-09-13,2025-09-18,100890,partial
PAY-001141,DIST-102,INV-001141,2025-09-16,43589,2025-10-16,2025-11-04,43589,paid
PAY-001179,DIST-106,INV-001179,2024-09-01,255980,2024-10-01,,0,overdue
PAY-001137,DIST-101,INV-001137,2025-12-01,76505,2025-12-31,2026-02-09,76505,paid
PAY-000688,DIST-061,INV-000688,2025-10-05,36915,2025-11-04,2025-11-01,36915,paid
PAY-001072,DIST-096,INV-001072,2025-09-16,122133,2025-10-31,2025-10-29,122133,paid
PAY-000873,DIST-078,INV-000873,2025-11-15,30210,2025-12-30,2025-12-27,30210,paid
PAY-000722,DIST-064,INV-000722,2025-07-18,130121,2025-08-08,2025-08-19,130121,paid
PAY-000721,DIST-064,INV-000721,2025-06-19,132173,2025-07-10,2025-08-12,132173,paid
PAY-000841,DIST-075,INV-000841,2025-01-27,31287,2025-02-26,2025-02-23,31287,paid
PAY-000848,DIST-076,INV-000848,2024-12-22,27860,2025-01-12,2025-02-14,27860,paid
PAY-000934,DIST-083,INV-000934,2026-01-17,79549,2026-02-07,2026-02-04,79549,paid
PAY-001139,DIST-102,INV-001139,2025-06-27,44880,2025-07-27,2025-08-04,30634,partial
PAY-000256,DIST-023,INV-000256,2024-09-29,65861,2024-10-14,2024-10-13,65861,paid
PAY-001029,DIST-092,INV-001029,2025-07-11,213946,2025-08-10,2025-09-07,213946,paid
PAY-000629,DIST-056,INV-000629,2024-10-13,325725,2024-10-28,2024-11-22,325725,paid
PAY-000619,DIST-055,INV-000619,2025-09-22,301588,2025-10-22,2025-10-20,301588,paid
PAY-000034,DIST-003,INV-000034,2025-09-10,34524,2025-09-25,2025-09-24,34524,paid
PAY-000746,DIST-066,INV-000746,2025-01-06,101602,2025-02-05,2025-02-03,101602,paid
PAY-000759,DIST-067,INV-000759,2024-09-29,310609,2024-10-20,2024-11-12,310609,paid
PAY-001143,DIST-102,INV-001143,2025-11-14,32877,2025-12-14,,0,overdue
PAY-000392,DIST-036,INV-000392,2025-03-25,22012,2025-05-09,2025-05-06,22012,paid
PAY-000430,DIST-039,INV-000430,2025-01-03,181919,2025-01-24,2025-01-24,181919,paid
PAY-000713,DIST-063,INV-000713,2025-04-23,185294,2025-05-23,2025-07-05,185294,paid
PAY-000443,DIST-040,INV-000443,2025-06-18,18202,2025-07-09,2025-07-09,18202,paid
PAY-000774,DIST-068,INV-000774,2025-02-20,189491,2025-03-22,2025-03-21,189491,paid
PAY-000341,DIST-031,INV-000341,2025-08-24,88311,2025-10-08,2025-10-06,88311,paid
PAY-001119,DIST-100,INV-001119,2025-03-17,29307,2025-05-01,2025-06-02,29307,paid
PAY-000861,DIST-077,INV-000861,2024-11-20,10213,2025-01-04,2025-02-02,10213,paid
PAY-000385,DIST-035,INV-000385,2024-12-13,119910,2025-01-27,2025-01-24,119910,paid
PAY-000448,DIST-040,INV-000448,2025-12-13,21891,2026-01-03,2026-01-01,21891,paid
PAY-000075,DIST-007,INV-000075,2024-08-23,161516,2024-09-07,2024-09-05,161516,paid
PAY-000200,DIST-018,INV-000200,2025-01-28,140491,2025-02-12,2025-02-12,140491,paid
PAY-000921,DIST-082,INV-000921,2025-05-03,134295,2025-05-18,,0,overdue
PAY-000258,DIST-023,INV-000258,2024-12-11,79906,2024-12-26,2024-12-25,79906,paid
PAY-000923,DIST-082,INV-000923,2025-07-01,87378,2025-07-16,,0,overdue
PAY-000008,DIST-001,INV-000008,2025-07-01,67322,2025-07-22,2025-07-19,67322,paid
PAY-001067,DIST-096,INV-001067,2025-03-28,87322,2025-05-12,,0,overdue
PAY-001241,DIST-114,INV-001241,2025-04-30,166431,2025-06-14,2025-08-30,0,written_off
PAY-000833,DIST-074,INV-000833,2025-05-28,26862,2025-06-27,2025-07-14,26862,paid
PAY-000233,DIST-020,INV-000233,2025-08-13,97160,2025-08-28,2025-08-25,97160,paid
PAY-001144,DIST-102,INV-001144,2025-12-10,99682,2026-01-09,2026-01-20,56870,partial
PAY-001023,DIST-092,INV-001023,2024-12-16,344962,2025-01-15,2025-02-14,344962,paid
PAY-000303,DIST-027,INV-000303,2025-11-15,99883,2025-12-06,2025-12-04,99883,paid
PAY-000940,DIST-084,INV-000940,2025-04-08,62346,2025-05-23,2025-05-21,62346,paid
PAY-000309,DIST-028,INV-000309,2025-07-14,21607,2025-08-04,2025-08-04,21607,paid
PAY-000030,DIST-003,INV-000030,2025-04-26,46269,2025-05-11,2025-05-09,46269,paid
PAY-000649,DIST-058,INV-000649,2025-09-11,31472,2025-09-26,2025-09-23,31472,paid
PAY-000664,DIST-059,INV-000664,2026-02-20,65424,2026-03-07,2026-03-27,65424,paid
PAY-000297,DIST-027,INV-000297,2025-04-11,82511,2025-05-02,2025-04-29,82511,paid
PAY-000160,DIST-014,INV-000160,2025-09-29,56869,2025-10-20,2025-10-20,56869,paid
PAY-001159,DIST-104,INV-001159,2025-03-28,208425,2025-04-27,,0,overdue
PAY-000021,DIST-002,INV-000021,2025-10-21,92461,2025-11-05,2025-11-03,92461,paid
